Energy Consumption (kWh),Raw Materials Used (tons),CO2 Emissions (tons),CH4 Emissions (tons),N2O Emissions (tons),Particulate Matter (kg),Flow Rate (m³/s),Temperature (°C),Pressure (Pa),Gas Sensor Readings (ppm),Emission Factor,Carbon Intensity (kg CO2/ton of steel),CO2 Capture (tons),Carbon Credits (tons)
50203,431,801.4385967,37,1,39,10,1594,86734,735.6747303,1.954844439,1550,55,581.1508773
70129,462,1150.710646,48,4,25,14,1486,86536,1052.814254,1.875668233,1773,136,855.568517
122150,588,1178.827233,73,2,32,12,1498,94741,1409.908668,2.014623207,1843,101,871.0617862
83264,425,1449.742896,70,4,33,8,1487,86245,1519.934625,2.043781283,1399,54,1095.794317
62989,438,1087.100306,62,2,19,13,1582,87533,1002.081882,2.067330763,1442,135,793.6802449
99214,592,898.5947563,33,4,19,10,1564,103198,1053.747435,2.468939205,2365,90,653.875805
117115,562,947.393961,49,4,39,10,1539,88526,920.1819753,2.412383002,2472,69,662.9151688
111678,452,935.0293405,77,3,30,8,1453,94323,888.2665984,2.196888432,2053,69,666.0234724
107883,573,965.1186166,54,2,27,12,1419,97657,736.4680263,2.155478585,2212,88,684.0948933
103445,595,1956.315048,28,3,30,9,1545,99965,2131.407712,2.102477551,1289,79,1508.052039
120412,610,1957.308911,56,3,27,5,1406,100868,1989.254593,1.810851817,1793,97,1468.847129
119661,677,2330.046483,65,1,18,11,1489,103157,2110.823035,2.535781563,2244,130,1814.037186
55328,587,1709.890631,58,1,30,12,1493,97641,1401.51308,2.033195517,2286,109,1299.912505
98968,613,1710.839534,31,4,10,10,1529,96196,1439.171581,2.473517665,1502,72,1293.671627
92040,428,1432.513122,40,2,34,11,1453,102964,1235.443735,2.392667403,1524,109,1060.010498
109199,570,1933.888185,37,1,25,11,1407,94853,2287.019607,1.891528433,1982,99,1451.110548
107039,521,1695.842332,30,3,19,8,1560,94862,1679.423243,2.050585049,1459,62,1304.673866
127232,558,1798.403694,46,2,24,8,1573,100672,1974.195057,2.187723031,2094,149,1365.722955
100750,485,1379.052158,43,4,14,5,1569,93178,1352.3802,2.00972812,2395,123,1032.241726
66119,403,605.7943935,60,4,36,6,1518,86087,597.8374929,2.121687857,1825,87,434.6355148
74017,401,945.9726744,62,1,26,7,1527,99593,1098.344218,2.0259439,1644,88,668.7781395
98780,532,1474.345189,69,1,18,9,1462,88489,1674.234499,2.308575309,2414,117,1121.476151
76204,478,1240.053776,53,1,34,14,1516,97569,1073.972243,2.088528685,1282,68,910.0430206
69562,546,1715.67028,39,4,35,13,1508,93011,1823.51715,2.077037384,1353,101,1300.536224
74428,565,1772.859572,32,3,35,9,1487,87600,1932.583774,2.017257573,1633,90,1335.287658
71497,637,1718.22088,66,1,34,10,1560,87489,1636.436526,2.44122057,1616,141,1276.576704
53372,675,1042.191972,27,4,15,11,1468,91509,817.2513834,2.3167476,2462,76,735.7535775
138683,603,1349.911923,56,2,35,8,1523,99690,1263.115852,2.376771851,1301,72,995.929538
67453,452,884.8501932,24,4,35,12,1597,96573,822.1608564,2.115092819,1361,68,609.8801545
101928,506,1101.853566,26,2,11,10,1403,102199,1206.876508,2.47157838,1841,129,822.4828528
83960,454,1241.50173,63,2,37,5,1505,98285,1433.635182,2.133099589,1498,84,912.2013842
67197,645,1053.235854,71,3,22,10,1506,93030,998.4758879,1.941197717,1527,54,791.5886836
149456,563,869.5445472,31,1,32,6,1585,92257,932.897934,2.208530229,1732,137,639.6356378
104984,414,982.7307744,60,2,27,8,1556,96847,1052.914742,2.155927528,1747,54,713.1846195
51883,400,1234.859066,23,1,29,8,1420,86478,1326.334432,1.873391761,2090,142,935.8872526
66651,536,836.908872,59,4,13,14,1553,89484,859.6347157,2.330138613,1625,55,608.5270976
135591,550,1758.953444,38,1,19,14,1485,86331,1872.596063,2.449596611,2367,90,1319.162755
52812,579,1313.032615,73,4,32,9,1440,86280,1554.425421,2.084926705,1323,90,959.4260918
145981,631,1095.713111,20,2,31,14,1477,87421,1326.814865,2.40737067,1936,103,791.5704891
56562,587,1546.742334,74,3,37,6,1561,96815,1231.051784,2.268681992,1980,93,1161.393867
122549,417,1419.768708,62,2,20,10,1571,87239,1073.169499,2.018398866,1372,97,1085.814967
120713,624,1613.056098,74,4,37,7,1528,102789,1628.312233,2.075181466,1720,86,1195.444878
70469,504,1448.127834,32,2,22,13,1559,95079,1384.99841,2.556900323,1938,142,1073.502267
99535,605,1895.369757,69,3,37,10,1559,93084,1849.093774,1.972631797,1359,105,1435.295806
111300,585,1812.727943,72,1,35,7,1450,93742,1775.118552,1.921535109,2342,82,1374.182354
146765,464,763.8541801,71,4,32,7,1517,91127,914.7874088,1.860537063,2160,140,518.083344
144637,606,1807.086441,61,1,31,9,1423,89074,1930.534901,2.50046861,2070,84,1365.669153
143523,628,2134.508655,64,3,26,10,1571,96558,2072.970851,2.337696541,1288,55,1625.606924
138641,468,1357.810491,44,2,20,8,1475,90653,1327.112236,1.893332109,1891,95,991.2483928
139003,541,1716.531211,63,3,13,9,1483,90933,2012.205968,2.412525452,1649,123,1292.224969
132969,605,1495.015138,64,4,23,7,1436,98763,1283.512528,2.303530458,1331,85,1143.012111
68217,573,1225.153448,53,4,12,14,1483,88895,927.8984441,2.588971514,1262,93,906.1227584
146844,596,1700.077154,54,2,32,8,1465,89440,1681.518587,2.209133596,1307,56,1272.061723
58989,596,1480.702374,36,4,38,12,1413,87463,1821.612595,2.213135578,1520,56,1106.561899
87235,627,2063.192226,45,3,32,12,1544,103528,2387.497201,1.999414032,2205,78,1592.553781
134895,670,2310.671838,40,4,21,5,1487,93812,2204.83755,1.952739052,1506,129,1785.53747
120691,598,1877.483273,70,1,37,8,1414,91883,1572.485262,2.386826533,1959,114,1402.986618
106850,414,1442.938723,31,3,36,6,1460,86777,1493.539143,2.098129197,1480,109,1100.350979
100442,685,1504.76772,35,3,13,8,1576,88880,1790.451305,2.379501551,1407,84,1137.814176
123497,615,2024.279116,71,4,25,9,1497,98670,2244.190287,2.419553127,2008,106,1538.423293
73983,434,937.3823898,39,2,16,5,1516,98166,956.2238803,2.52263252,1716,78,694.9059118
57186,468,812.4836385,73,2,29,9,1535,102516,907.9003032,2.141950618,1939,87,595.9869108
57506,611,1675.818656,29,2,34,11,1402,99858,2065.157148,1.876672988,2415,126,1262.654925
91026,445,1072.439885,42,4,28,9,1474,102338,1100.695195,1.817377507,2118,61,780.9519076
96070,647,2163.178808,74,4,35,11,1554,99430,2223.042559,2.033504858,1821,136,1671.543046
98951,484,1202.443683,66,4,27,13,1536,101515,1189.579531,2.545981591,1365,129,889.9549465
145761,447,1499.803526,49,3,30,12,1414,85604,1549.756715,2.398239688,2100,107,1101.842821
57791,630,1044.078673,78,3,18,5,1431,89661,1114.638673,2.247319129,2284,127,767.2629381
111335,466,1473.037031,27,4,20,14,1410,102784,1255.233169,1.991692835,1841,129,1125.429625
143133,488,1472.895526,70,2,28,14,1530,96458,1522.995474,2.370267194,1202,55,1083.316421
122306,618,1816.893146,24,1,26,6,1425,97545,1374.895136,2.392678016,1846,85,1372.514517
59893,451,996.8325413,31,2,34,10,1406,96085,1215.103653,1.984356792,1545,101,728.466033
75154,421,1291.425614,61,3,30,9,1491,91447,993.002528,2.3665002,1633,137,938.1404908
139854,498,1228.363393,73,3,27,5,1582,87548,1509.752635,1.896186596,2155,76,905.6907143
100757,530,1553.115722,33,2,15,6,1438,99915,1917.315742,1.881345602,2160,74,1157.492577
111387,487,1268.369241,79,2,12,7,1403,97075,1285.359193,1.844186275,1904,89,942.6953928
90755,535,970.9604839,73,3,23,14,1429,86885,889.6028213,2.448158852,1552,85,724.7683871
63514,438,713.553325,31,3,18,9,1565,85338,601.1510932,2.016489075,1261,109,497.84266
81358,417,930.8996671,43,4,12,11,1450,90803,773.6589353,2.283340877,2468,78,693.7197337
137974,504,1696.251134,64,1,11,10,1435,91558,1473.986207,1.915586391,2198,144,1290.000907
142992,545,1394.911173,72,4,28,7,1494,85910,1378.316275,2.153940534,1707,52,1017.928938
73631,623,1934.031316,72,4,15,10,1512,99402,2168.91762,1.822160897,1252,62,1466.225053
55807,516,1368.383569,36,2,12,8,1516,98010,1299.095185,2.487961374,1598,117,997.7068551
121792,400,1366.324229,20,2,34,7,1459,90500,1558.301037,2.231798767,2331,60,998.0593832
130692,516,1155.27814,73,1,34,8,1450,89614,1192.585622,2.512408251,2003,97,827.2225121
61908,425,685.9928871,61,4,18,12,1576,85896,521.1065994,2.174226756,1593,128,451.7943097
74435,411,1258.209411,77,4,27,5,1414,93424,1026.567701,2.053061949,1698,109,927.5675289
119820,693,2017.262721,56,3,16,7,1490,87758,2090.136003,2.120641989,1923,51,1526.810176
111716,568,1451.279058,30,3,37,14,1523,94016,1205.407405,1.995079883,1268,128,1085.023247
80432,452,973.0576838,61,1,11,12,1483,96848,1025.754452,2.50844978,1675,119,691.4461471
129974,668,1253.522237,25,2,10,14,1555,85697,1219.226285,2.036493215,1297,62,915.8177899
90510,647,1594.565201,34,3,14,13,1552,101154,1746.114464,2.033765906,1215,84,1212.652161
64227,527,1492.676285,60,1,36,7,1563,102445,1337.017807,2.305294939,2302,100,1144.141028
129801,475,1262.442108,59,4,36,13,1403,85247,1465.458706,1.898183165,1609,105,959.9536863
134724,668,1586.487322,42,1,33,14,1420,95198,1498.345488,1.975343664,2481,89,1170.189857
68604,545,1405.766944,42,1,39,14,1490,86919,1614.275902,2.143921358,2434,126,1035.613555
144101,447,767.0117077,57,3,12,8,1592,86611,582.6875946,1.946087533,1383,108,556.6093662
148124,598,1729.224764,57,3,16,8,1468,89192,1636.783952,2.005859924,1394,61,1317.379811
147610,470,1395.200681,68,4,15,11,1537,88663,1200.004036,2.359942336,1239,65,1066.160545
132641,491,747.7464572,31,4,36,10,1449,96519,726.6900361,2.023872869,1902,102,535.1971658
75790,608,1240.95178,26,4,38,14,1409,86377,1518.186581,2.309756892,1652,90,900.7614239
138894,447,752.852473,56,1,39,7,1489,99313,624.4750385,2.195525724,2191,69,509.2819784
80944,428,1496.486705,35,1,10,12,1543,87863,1188.207658,2.414099575,1260,89,1135.189364
72187,575,1544.844259,74,3,37,9,1565,94742,1203.816921,2.400578076,1678,110,1156.875407
102546,418,1016.357047,57,4,32,6,1466,99178,824.9566749,1.958037904,1235,126,751.0856374
54025,446,1081.996909,59,3,28,14,1419,96631,845.0166871,2.554592047,2451,83,813.5975271
143691,459,1574.162458,54,4,39,7,1510,87312,1719.566302,2.441765636,1742,68,1188.329966
74512,575,1621.333984,59,4,29,11,1468,93496,1311.174216,2.226092477,2346,94,1213.067187
65907,654,1201.606702,48,3,23,14,1597,89879,1019.827588,2.24780641,1462,140,898.2853617
130005,628,1504.887488,58,3,19,13,1424,102695,1614.39134,2.463069288,1322,78,1114.90999
87924,546,1664.42295,36,3,11,5,1488,96032,1619.614923,2.187321932,1417,68,1237.53836
97196,697,1635.649993,70,4,20,10,1453,97125,1271.44371,2.182789713,1475,105,1237.519995
64410,638,1351.964651,45,1,25,13,1411,92842,1670.132034,2.304147704,2321,76,999.5717211
93763,587,2044.187674,39,3,26,11,1464,93327,2146.326569,1.870646434,2128,51,1574.350139
109574,608,2049.734756,65,3,14,7,1581,91631,2166.355996,2.265712112,2112,89,1566.787805
58650,474,1603.59923,44,1,31,11,1466,104696,1886.300122,1.979126403,1205,114,1228.879384
98826,582,1026.266825,79,1,36,6,1548,104235,1236.18633,1.893363437,1322,127,763.0134596
76277,486,956.6961096,57,2,27,14,1532,104416,744.831144,2.452331443,2309,57,714.3568877
107970,670,1597.369724,58,3,25,6,1585,103790,1252.61445,2.10545343,2304,76,1197.895779
52456,579,1832.105681,56,2,19,5,1478,88065,2085.440938,2.202251465,2115,146,1370.684545
66590,644,1915.033872,38,2,15,7,1531,99990,2102.548895,2.034765581,1561,144,1454.027097
77892,406,1298.929925,40,1,31,5,1418,96359,1115.009507,1.824724821,1902,79,961.1439399
67740,668,2232.139757,51,4,33,12,1480,92886,2032.616637,2.153913458,1240,74,1700.711806
95728,412,1261.351879,47,4,17,12,1454,98659,1331.382734,2.400208682,1313,98,930.0815029
61788,625,1264.712513,58,1,15,8,1460,93322,1447.457488,2.406664752,1399,105,940.7700101
139381,665,1377.142758,60,2,32,5,1599,85626,1448.173313,2.53763662,2358,149,1031.714206
122692,641,1413.389208,31,2,13,6,1500,101671,1619.721846,2.472322794,1398,114,1040.711366
58151,579,1219.461275,76,2,14,6,1551,90886,1053.991381,2.585866686,1356,80,877.5690198
76515,579,1156.956584,66,2,15,6,1595,104091,1059.259917,2.257302814,2049,148,864.565267
60987,525,1577.610363,34,3,24,13,1546,87103,1263.368621,1.840749051,1243,109,1206.08829
128096,682,1069.363793,47,2,15,11,1423,87381,1328.585293,2.490716529,1522,134,781.4910347
105674,589,1741.547823,75,1,28,13,1453,86634,2010.608478,2.561627795,1421,83,1336.238259
118209,415,1306.05793,40,2,34,14,1548,99183,1446.973778,2.171338393,1458,66,962.8463443
97767,420,685.4769964,35,2,29,14,1480,100145,580.877479,1.891149125,1801,122,483.3815971
122359,415,673.833099,42,1,17,6,1599,100176,740.7729836,1.81969905,1814,78,450.0664792
89644,668,1383.379641,71,2,22,9,1418,96447,1634.056873,2.290808141,2193,121,1012.703713
143901,432,827.9770887,45,4,13,5,1580,98096,956.4579794,2.33409893,1916,132,568.3816709
88741,581,1546.777329,34,1,31,6,1577,97291,1743.748107,1.812972224,2042,55,1178.421863
115121,468,1334.222645,56,3,26,8,1550,102995,1258.943784,2.559408753,2068,137,1006.378116
123818,451,1248.49608,31,3,23,14,1436,95674,1415.147976,2.23378958,2486,55,927.7968644
91435,464,1027.61836,23,1,27,5,1427,98069,1019.691631,2.289819106,1226,52,766.0946877
58056,699,1745.260173,54,3,24,12,1479,90513,1661.946301,2.25132049,2230,144,1302.208138
137227,627,1743.0485,50,3,31,10,1470,93032,2148.117563,2.053548476,2487,80,1324.4388
144137,621,1079.827426,46,3,28,5,1548,86401,889.0596544,2.520465356,1555,125,774.8619407
102418,671,1314.504989,51,1,20,13,1420,102937,1554.217431,1.803047842,1753,101,964.6039914
136549,417,1368.173792,52,2,16,5,1568,91744,1246.474928,2.397754755,2444,57,1023.539034
85513,617,1347.930749,32,3,10,8,1434,96419,1358.992372,2.088664764,2377,139,1020.344599
138943,672,2084.754177,56,4,39,9,1509,88570,1941.88179,1.952179041,1772,75,1598.803342
74660,572,1145.132277,63,2,12,13,1400,98320,1146.963063,2.148884954,1475,64,854.1058213
52639,455,720.3927199,21,2,28,6,1491,93851,835.0801643,1.958427934,1420,126,503.3141759
136856,408,1020.326883,57,3,39,13,1594,102348,858.6118112,2.495064592,2310,105,737.2615068
115612,682,2240.345507,56,3,37,5,1490,102371,2525.757748,2.436484839,1250,135,1702.276406
122009,692,2171.889816,78,2,10,8,1469,93804,2113.128221,2.485597461,2041,111,1638.511853
60622,421,844.4747802,69,3,13,11,1531,101295,1028.12704,2.468696721,1439,62,608.5798242
68808,471,1563.6595,75,1,33,8,1400,92366,1600.395606,2.459850978,1327,95,1176.9276
105636,571,1404.335552,24,1,20,12,1548,103514,1082.304137,2.265138914,1997,103,1054.468442
120832,522,834.15496,37,3,16,11,1498,92221,1005.242684,2.521573157,1428,58,607.323968
72951,490,762.3661274,67,2,16,10,1491,99165,924.1756777,1.847319721,1394,137,520.8929019
138006,623,1538.951713,36,3,23,9,1481,100953,1292.658924,2.028699776,1300,52,1148.16137
115941,691,1791.518187,21,4,24,14,1515,96406,2214.90984,1.970051422,2227,72,1361.214549
95076,651,1080.546623,68,1,14,7,1524,94468,1051.263529,1.896864333,1996,61,789.4372981
65345,697,2331.103471,61,2,23,12,1451,89966,2814.131084,1.805080578,1911,90,1792.882777
50397,655,1923.364045,77,4,22,8,1498,104890,1792.650328,2.122115566,1361,93,1440.691236
64665,412,1278.256663,54,3,29,12,1452,98764,973.1902931,2.37920074,2463,107,931.6053307
64560,517,1379.380042,33,1,35,5,1484,92719,1582.852728,2.315908936,1592,60,1007.504033
76376,577,1631.229864,70,4,31,6,1479,93420,1945.90326,2.320837093,2409,68,1222.983891
69857,560,1274.403457,31,2,27,6,1455,102402,1059.544549,2.51049693,2304,108,945.5227659
114268,494,1412.14552,77,1,10,10,1502,94412,1450.25999,2.56588236,1948,122,1046.716416
148042,567,1959.759399,52,3,22,9,1486,87879,2284.646601,2.344473152,1280,86,1492.807519
70310,486,1358.579865,26,3,32,14,1593,99214,1332.458289,1.867939183,2075,59,998.8638921
68328,402,877.6735132,77,1,38,14,1594,91657,1004.219057,2.341362605,1400,122,648.1388106
91397,415,859.2484716,58,4,29,11,1432,88357,918.576696,2.243819982,1902,82,609.3987773
88159,529,1812.720005,64,1,16,6,1422,99794,2012.781237,1.851519805,1881,126,1371.176004
148526,422,789.1419388,28,1,15,13,1405,101228,954.3945191,2.005693272,2082,69,537.313551
100762,497,1546.859432,24,1,36,6,1484,90734,1482.528143,1.990160115,1421,93,1161.487546
123366,557,1353.802193,23,4,18,5,1574,96296,1537.225396,2.418244775,1216,124,997.0417546
109304,638,1523.237447,51,1,37,6,1585,98064,1685.221213,2.076165585,1437,142,1144.589957
98998,409,1224.985911,24,2,19,7,1404,86546,1187.617103,2.200531534,1948,62,887.9887285
114853,421,756.1483581,75,3,31,10,1476,98691,711.2232905,2.428580369,1545,112,545.9186865
69048,583,1418.20105,75,4,12,11,1482,86611,1688.619845,2.549211314,2468,63,1041.56084
100217,616,968.1471033,79,2,16,10,1408,88977,825.2193041,2.23057125,1649,122,691.5176827
96255,613,1741.418763,71,1,34,5,1402,90107,1583.391197,2.24423749,2336,103,1332.135011
137284,557,900.5322943,63,2,39,13,1588,89612,1114.175479,1.876693001,1616,91,642.4258355
108620,609,1019.817756,27,4,20,12,1591,95519,906.2945954,2.195454349,1456,87,727.8542045
120929,532,1696.89527,32,3,35,6,1445,99325,2012.922017,2.349173361,1254,132,1289.516216
73885,452,1078.431489,23,4,21,5,1583,85555,1009.103326,1.951241543,1638,121,794.7451912
116139,628,1194.425465,71,1,21,11,1438,99226,1225.004925,1.889009271,2361,131,877.5403719
121831,582,1562.768446,30,1,22,7,1412,94193,1483.334688,2.490669001,2348,147,1199.214757
91148,422,1071.275075,34,3,31,7,1440,101501,921.9938374,1.891901247,1223,85,782.0200602
57103,505,1172.51741,75,4,32,14,1538,103911,1284.554885,2.530461011,1995,58,844.013928
75251,490,1622.308725,65,4,17,13,1440,88851,2000.801626,2.018925014,1291,129,1211.84698
64546,518,1553.438486,37,4,13,6,1474,88761,1858.542282,2.063970935,1695,54,1145.750789
65456,537,968.3107437,39,2,30,9,1574,96092,1203.260059,2.220463686,1762,64,691.648595
68228,519,1370.964087,20,3,29,8,1576,91371,1501.97821,1.950482968,2093,73,1017.771269
130210,560,939.3931688,20,4,10,5,1592,98592,720.7391874,2.350842759,1911,113,690.514535
50046,607,1207.50992,30,3,15,10,1434,90703,1240.154849,2.21911384,2380,97,897.0079361
116355,554,1839.125264,48,2,32,10,1562,94240,1951.78575,2.556890332,1292,92,1389.300211
86575,662,1604.793822,48,4,11,5,1466,88000,1299.998371,2.52897368,1578,88,1225.835057
134942,554,1819.453561,43,2,31,11,1531,92422,2118.232342,2.415770541,1918,74,1404.562848
51080,685,1254.918583,39,1,23,10,1423,90515,1399.284841,1.947850234,1678,129,926.9348663
118682,658,1257.22974,49,1,36,8,1493,103609,1224.81149,1.97103341,2228,135,922.7837918
127462,556,1226.341092,57,1,27,11,1495,95379,1098.798399,2.014778967,1632,129,911.0728736
65930,413,922.0849805,24,3,19,7,1512,94297,793.8256452,2.467315484,2315,146,669.6679844
130823,476,1423.503961,64,4,38,14,1483,97719,1754.074922,2.318356435,1510,54,1075.803169
89509,619,1670.570276,29,4,30,10,1563,104377,1922.889504,1.940464175,1245,109,1270.456221
118422,631,1644.700776,25,2,10,10,1455,89862,1803.730382,2.166606421,2366,56,1261.76062
128880,693,1874.392452,23,2,12,14,1403,95292,2294.612669,2.579920245,1961,67,1429.513962
137554,541,1603.731065,23,1,29,10,1567,104824,1365.981818,2.385800625,1423,55,1211.984852
91755,650,2135.66163,26,3,13,7,1570,97954,2517.526692,2.547428596,1366,61,1619.529304
102480,695,1618.98854,67,3,27,14,1457,96842,1686.537665,2.447070191,2198,82,1226.190832
57293,539,1674.054166,52,2,17,9,1461,86996,2036.52824,2.380047588,1605,147,1262.243333
118542,541,1347.194827,28,2,31,5,1534,86074,1455.381294,2.463935843,1517,70,996.755862
110528,528,1554.514624,45,4,18,10,1536,99378,1742.248154,2.354055926,2420,107,1149.611699
74356,417,1355.103039,70,4,31,11,1421,95895,1166.91793,2.253893383,1870,131,1016.082431
86911,642,1004.363832,71,2,28,9,1403,85866,926.5236334,2.388708914,2132,127,726.4910655
64699,563,1460.005105,66,4,37,9,1527,88782,1315.68772,1.983571719,1862,91,1096.004084
78434,495,1721.98682,60,2,11,10,1563,95324,1889.145203,2.192279276,2212,143,1295.589456
